-778506851,1667804718
-778506851,1667798004
-778506851,1666883239
-778506851,1666881561
-778506622,1667790679
-778506622,1667743682
-778506469,1666884155
-778506469,1666879882
-778506469,1666793365
-778506240,1667782135
-778506240,1667779693
-778506240,1666878051
-778506240,1666877746
-778506012,1667775878
-778506012,1667745361
-778506012,1667740020
-778506012,1666879577
-778505783,1667807159
-778505783,1667767028
-778505783,1667758331
-778505783,1667747497
-778505783,1667739868
-778505783,1667739563
-778505783,1666877441
-778505554,1667739563
-778505554,1667739257
-778505554,1667738494
-778505554,1667731018
-778505554,1667730865
-778505554,1667062072
-778505554,1666799621
-778505401,1667723999
-778505401,1667716674
-778505401,1667713623
-778505401,1666877746
-778505401,1666875915
-778505172,1667704467
-778505172,1667703399
-778505172,1666876525
-778505172,1666874237
-778505172,1666807098
-778504943,1666874847
-778504943,1666873016
-778504715,1667702789
-778504715,1666873016
-778504715,1666812439
-778504486,1666871185
-778504486,1666870575
-778504486,1666869049
-778504486,1666816558
-778504333,1667811889
-778504333,1667060699
-778504333,1666865844
-778504333,1666822052
-778504104,1666865234
-778504104,1666825561
-778503875,1666861572
-778503875,1666826019
-778503646,1666857910
-778503646,1666857452
-778503646,1666857452
-778503646,1666854858
-778503418,1667702331
-778503265,1667702026
-778503265,1667060546
-778503036,1667813873
-778503036,1666857299
-778502807,1667700805
-778502807,1667700805
-778502807,1667058410
-778502807,1666856231
-778502807,1666829681
-778502578,1666855163
-778502578,1666831359
-778502349,1667055053
-778502349,1666857910
-778502349,1666856842
-778502349,1666855316
-778502349,1666853027
-778502121,1667053375
-778502121,1667052917
-778502121,1666833496
-778501968,1667026825
-778501968,1667021637
-778501739,1667814941
-778501739,1667053833
-778501739,1667036743
-778501739,1667031250
-778501739,1667016449
-778501739,1666852417
-778501510,1667052764
-778501510,1667051544
-778501510,1667010345
-778501281,1667698669
-778501281,1667041778
-778501281,1667007446
-778501281,1667006378
-778501281,1666954040
-778501281,1666953430
-778501281,1666945190
-778501281,1666854095
-778501052,1667152099
-778501052,1667144012
-778501052,1667053833
-778501052,1667000122
-778501052,1666961517
-778501052,1666944580
-778501052,1666940918
-778501052,1666940612
-778501052,1666851654
-778501052,1666841583
-778500900,1667155151
-778500900,1667154541
-778500900,1667053222
-778500900,1666997222
